Call_log_ID,Date received,Complaint ID,Client_id,phone,vru+line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
2588,09/05/2016,CR1915305,C00003247,978-562-4262,AA0202,40183,0,PS,AGENT,TOVA,15:06:08,15:17:24,00:11:16
3297,09/05/2016,,,384-877-3046,,,,,,,10:01:00,10:09:53,00:08:53
334,10/05/2016,CR1918718,C00001413,772-602-9919,AA0103,34961,0,PS,AGENT,NAAMA,10:30:12,10:47:08,00:16:56
3024,10/05/2016,,,477-212-1352,,,,,,,13:59:34,14:09:09,00:09:35
330,12/05/2016,CR1922173,C00002249,734-393-5181,AA0103,34957,1,PS,AGENT,SHARON,15:00:47,15:09:15,00:08:28
331,12/05/2016,CR1922891,C00004424,270-567-0303,AA0202,34958,0,PS,AGENT,IDIT,10:43:19,10:52:39,00:09:20
332,12/05/2016,CR1923521,C00002112,907-411-9214,AA0209,34959,0,PS,AGENT,MIKI,14:58:10,15:19:05,00:20:55
333,12/05/2016,CR1922598,C00002315,966-555-5193,AA0110,34960,2,NE,AGENT,AVIDAN,10:18:10,10:20:17,00:02:07
3205,12/05/2016,,,617-310-7209,,,,,,,14:33:50,14:36:59,00:03:09
329,13/05/2016,CR1924092,C00004225,914-561-7059,AA0206,34956,0,NW,AGENT,NO_SERVER,15:44:27,16:00:19,00:15:52
328,17/05/2016,CR1929741,C00001133,700-341-5117,AA0202,34955,0,PS,AGENT,KAZAV,11:43:51,12:03:28,00:19:37
3532,17/05/2016,,,954-455-9367,,,,,,,14:38:27,14:40:10,00:01:43
2424,18/05/2016,,,579-819-0259,AA0101,30549,0,PS,HANG,NO_SERVER,13:28:40,13:28:41,00:00:01
2586,19/05/2016,CR1933769,C00002143,791-211-8115,AA0206,40181,2,PS,AGENT,MICHAL,14:52:33,15:16:37,00:24:04
325,20/05/2016,CR1934865,C00002071,212-363-1536,AA0101,34951,1,PS,AGENT,YITZ,13:34:07,13:50:01,00:15:54
326,20/05/2016,CR1934905,C00000738,347-612-8297,AA0105,34952,0,PS,AGENT,MORIAH,15:36:47,15:44:42,00:07:55
327,20/05/2016,CR1934828,C00003220,947-032-7956,AA0104,34953,2,NE,AGENT,ZOHARI,11:43:56,11:46:07,00:02:11
2584,23/05/2016,CR1937137,C00001048,348-390-0382,AA0107,40179,1,NE,AGENT,ELI,10:03:54,10:29:02,00:25:08
2585,23/05/2016,CR1937863,C00002257,327-886-6804,AA0205,40180,1,PS,AGENT,MIKI,13:29:29,13:55:39,00:26:10
322,24/05/2016,CR1939973,C00003530,717-307-4605,AA0203,34945,0,PS,AGENT,STEREN,12:54:11,13:04:40,00:10:29
323,24/05/2016,CR1939076,C00002031,111-727-9977,AA0111,34946,2,TT,AGENT,YIFAT,14:41:04,14:42:30,00:01:26
324,24/05/2016,CR1938846,C00000404,820-484-9449,AA0215,34947,2,PS,AGENT,SHARON,16:29:11,16:39:36,00:10:25
2583,24/05/2016,CR1938668,C00011685,385-156-0221,AA0213,40178,2,PS,AGENT,BASCH,14:06:40,14:28:41,00:22:01
319,25/05/2016,CR1941460,C00002038,830-584-7155,AA0104,34941,0,PS,AGENT,GILI,11:40:08,11:58:58,00:18:50
320,25/05/2016,CR1940757,C00003760,293-820-4918,AA0115,34942,0,NW,AGENT,YIFAT,12:04:42,12:15:10,00:10:28
321,25/05/2016,CR1941607,C00005275,837-016-1889,AA0204,34944,1,PS,AGENT,IDIT,14:50:35,15:06:46,00:16:11
2582,25/05/2016,CR1940695,C00002172,837-243-1363,AA0204,40177,2,PS,AGENT,SHLOMO,14:27:06,14:48:06,00:21:00
318,26/05/2016,CR1943023,C00005241,555-288-5142,AA0104,34940,1,PS,AGENT,MORIAH,12:16:44,12:22:03,00:05:19
3053,26/05/2016,,,212-211-9651,,,,,,,13:04:46,13:16:10,00:11:24
3690,26/05/2016,,,625-222-2705,,,,,,,13:29:05,13:48:36,00:19:31
2989,28/05/2016,,,212-327-7219,AA0112,50149,0,TT,AGENT,SHARON,13:21:13,13:26:55,00:05:42
313,31/05/2016,CR1948061,C00001578,774-258-9143,AA0206,34935,0,PS,AGENT,BASCH,11:23:43,11:32:21,00:08:38
314,31/05/2016,CR1946988,C00005224,586-243-4486,AA0105,34936,0,NW,AGENT,YITZ,09:11:43,09:17:23,00:05:40
315,31/05/2016,CR1948645,C00001096,212-310-1636,AA0201,34937,2,PS,AGENT,AVIDAN,11:21:42,11:42:32,00:20:50
316,31/05/2016,CR1947455,C00007291,315-400-8095,AA0104,34938,2,PS,AGENT,SHLOMO,16:40:05,16:41:46,00:01:41
317,31/05/2016,CR1948238,C00002086,614-882-1397,AA0203,34939,1,PS,AGENT,BENSION,09:36:31,09:42:55,00:06:24
2581,01/06/2016,CR1949299,C00003953,966-380-3755,AA0213,40176,1,PS,AGENT,MORIAH,09:11:12,09:22:05,00:10:53
2995,01/06/2016,,,888-040-0986,AA0109,50155,2,NE,AGENT,BENSION,14:38:55,14:58:51,00:19:56
2580,02/06/2016,CR1952175,C00001610,604-820-1877,AA0214,40175,0,PS,AGENT,BASCH,09:30:20,09:51:40,00:21:20
3181,02/06/2016,,,602-429-6583,,,,,,,11:17:29,11:26:48,00:09:19
3975,02/06/2016,,,270-567-0303,,,,,,,13:27:22,13:32:46,00:05:24
2579,03/06/2016,CR1953518,C00003843,725-333-2194,AA0215,40174,0,NW,AGENT,YITZ,15:46:00,16:04:34,00:18:34
312,04/06/2016,CR1953512,C00000765,617-158-7656,AA0214,34931,0,NW,AGENT,YITZ,16:33:26,16:47:18,00:13:52
2980,05/06/2016,,,234-822-3728,AA0201,50140,2,PS,AGENT,ANAT,15:16:46,15:32:15,00:15:29
306,06/06/2016,CR1955199,C00004956,984-024-9840,AA0107,34924,0,TT,AGENT,MIKI,16:43:29,16:56:17,00:12:48
307,06/06/2016,CR1955520,C00002326,647-579-4206,AA0202,34925,2,NE,AGENT,ELI,10:52:25,10:58:28,00:06:03
308,06/06/2016,CR1956058,C00000366,212-737-2197,AA0103,34926,1,PS,AGENT,DORIT,14:57:32,15:15:41,00:18:09
309,06/06/2016,CR1956709,C00004781,617-249-2579,AA0214,34927,0,NW,AGENT,MICHAL,12:35:02,12:41:20,00:06:18
310,06/06/2016,CR1956180,C00004488,630-827-2663,AA0213,34929,0,NE,AGENT,ZOHARI,09:42:37,09:59:02,00:16:25
311,06/06/2016,CR1956158,C00001998,531-350-8408,AA0209,34930,1,PS,AGENT,KAZAV,10:05:06,10:18:41,00:13:35
2578,06/06/2016,CR1955733,C00001275,589-579-7278,AA0213,40173,2,PS,AGENT,BASCH,12:01:04,12:09:38,00:08:34
304,07/06/2016,CR1958451,C00004553,212-221-5503,AA0110,34922,2,NE,AGENT,TOVA,15:52:02,16:01:03,00:09:01
305,07/06/2016,CR1959041,C00004628,212-096-9270,AA0203,34923,1,PS,AGENT,MORIAH,09:51:49,10:04:08,00:12:19
302,08/06/2016,CR1959100,C00000645,955-510-5845,AA0215,34920,2,NE,AGENT,ZOHARI,16:07:03,16:14:46,00:07:43
303,08/06/2016,CR1959566,C00000443,212-728-0370,AA0204,34921,2,PS,AGENT,DORIT,09:58:44,10:01:11,00:02:27
2316,09/06/2016,,,212-485-5571,AA0106,35946,1,PS,HANG,NO_SERVER,16:00:06,16:00:11,00:00:05
2577,09/06/2016,CR1962228,C00000732,460-365-4008,AA0101,40172,2,PS,AGENT,KAZAV,12:23:47,12:42:25,00:18:38
3737,09/06/2016,,,727-490-9139,,,,,,,15:10:44,15:19:21,00:08:37
301,11/06/2016,CR1964505,C00002981,969-695-4188,AA0213,34918,0,PS,AGENT,MICHAL,16:15:07,16:26:01,00:10:54
2366,12/06/2016,,,323-864-0051,AA0110,30093,2,PS,HANG,NO_SERVER,13:42:20,13:42:23,00:00:03
300,14/06/2016,CR1967993,C00001278,791-770-0561,AA0103,34916,0,PS,AGENT,MIKI,10:03:09,10:15:06,00:11:57
2576,14/06/2016,CR1969066,C00001889,648-610-0995,AA0110,40171,0,PS,AGENT,ANAT,14:39:41,14:56:20,00:16:39
3788,14/06/2016,,,343-763-3375,,,,,,,14:04:00,14:19:37,00:15:37
299,15/06/2016,CR1970480,C00002635,363-890-7536,AA0109,34915,2,PS,AGENT,TOVA,12:33:46,12:52:56,00:19:10
3303,15/06/2016,,,485-505-9594,,,,,,,10:42:43,10:48:04,00:05:21
296,16/06/2016,CR1972195,C00004529,652-722-6771,AA0112,34911,0,TT,AGENT,DARMON,13:41:18,13:56:31,00:15:13
297,16/06/2016,CR1972714,C00007435,257-894-6219,AA0210,34912,2,PS,AGENT,AVIDAN,09:12:01,09:32:50,00:20:49
298,16/06/2016,CR1972167,C00004161,138-313-3688,AA0110,34914,0,PS,AGENT,AVNI,14:33:36,14:53:43,00:20:07
2485,16/06/2016,,,413-789-9118,AA0102,30914,0,NW,HANG,NO_SERVER,12:59:47,12:59:51,00:00:04
2575,16/06/2016,CR1972261,C00004140,154-320-6171,AA0202,40170,2,PS,AGENT,DORIT,14:43:49,14:49:57,00:06:08
293,17/06/2016,CR1973642,C00000318,379-721-8570,AA0104,34908,1,PS,AGENT,MIKI,12:47:34,12:58:45,00:11:11
294,17/06/2016,CR1973400,C00004695,316-065-9578,AA0106,34909,2,PS,AGENT,TOVA,09:45:08,10:05:04,00:19:56
295,17/06/2016,CR1973369,C00002428,401-229-5507,AA0102,34910,2,PS,AGENT,YIFAT,16:12:27,16:25:32,00:13:05
3823,17/06/2016,,,212-024-6999,,,,,,,13:06:11,13:25:39,00:19:28
2367,18/06/2016,,,863-166-6167,AA0210,30118,2,NE,HANG,NO_SERVER,15:58:35,15:58:39,00:00:04
289,20/06/2016,CR1976891,C00000080,914-011-1365,AA0101,34903,0,PS,AGENT,STEREN,11:22:58,11:41:25,00:18:27
290,20/06/2016,CR1976455,C00001565,864-378-9618,AA0107,34904,1,TT,AGENT,NO_SERVER,12:46:34,12:57:10,00:10:36
291,20/06/2016,CR1976452,C00002450,500-614-0078,AA0213,34905,0,PS,AGENT,IDIT,10:02:08,10:11:01,00:08:53
292,20/06/2016,CR1976797,C00002947,504-629-5371,AA0202,34907,0,PS,AGENT,ANAT,10:57:53,11:04:16,00:06:23
2574,20/06/2016,CR1976938,C00001329,466-238-5085,AA0106,40169,1,NE,AGENT,TOVA,10:25:03,10:53:04,00:28:01
285,21/06/2016,CR1977855,C00004076,940-095-4698,AA0102,34898,0,NW,AGENT,MIKI,13:07:55,13:09:35,00:01:40
286,21/06/2016,CR1977295,C00006114,712-161-2640,AA0102,34900,2,PS,AGENT,YIFAT,16:32:51,16:38:28,00:05:37
287,21/06/2016,CR1978303,C00002097,537-977-3438,AA0109,34901,2,PS,AGENT,MIKI,11:30:03,11:45:55,00:15:52
288,21/06/2016,CR1977721,C00005384,423-641-3733,AA0213,34902,2,PS,AGENT,IDIT,11:50:40,11:58:30,00:07:50
2573,21/06/2016,CR1977427,C00006924,576-950-4368,AA0107,40168,0,PS,AGENT,AVNI,14:07:51,14:30:26,00:22:35
283,22/06/2016,CR1980078,C00003900,842-358-6629,AA0213,34896,1,PS,AGENT,BENSION,16:11:31,16:13:10,00:01:39
284,22/06/2016,CR1980335,C00004768,212-035-2517,AA0206,34897,0,PS,AGENT,YITZ,15:57:01,16:12:17,00:15:16
3642,22/06/2016,,,423-746-4274,,,,,,,11:00:52,11:19:47,00:18:55
3815,22/06/2016,,,781-370-0647,,,,,,,09:42:24,09:52:32,00:10:08
3110,23/06/2016,,,617-202-1150,,,,,,,14:23:18,14:25:19,00:02:01
279,24/06/2016,CR1985155,C00004744,933-111-6777,AA0104,34892,2,PS,AGENT,STEREN,15:35:12,15:49:55,00:14:43
280,24/06/2016,CR1984699,C00004245,803-746-5011,AA0110,34893,0,PS,AGENT,IDIT,13:00:10,13:02:08,00:01:58
281,24/06/2016,CR1985183,C00001722,967-821-6599,AA0103,34894,2,PS,AGENT,MIKI,12:44:06,12:50:11,00:06:05
282,24/06/2016,CR1983474,C00011638,664-141-6865,AA0209,34895,1,PS,AGENT,SHARON,13:59:38,14:07:51,00:08:13
2572,24/06/2016,CR1983454,C00001285,672-378-7194,AA0209,40167,0,PS,AGENT,SHARON,09:55:27,10:01:19,00:05:52
3559,24/06/2016,,,930-562-0448,,,,,,,09:06:57,09:26:14,00:19:17
3627,25/06/2016,,,848-592-7751,,,,,,,13:09:22,13:22:06,00:12:44
3650,25/06/2016,,,716-101-9418,,,,,,,10:26:25,10:43:38,00:17:13
278,27/06/2016,CR1987559,C00002667,617-960-2229,AA0101,34890,0,PS,AGENT,YITZ,12:48:14,12:53:15,00:05:01
275,28/06/2016,CR1987912,C00004019,828-072-2911,AA0203,34886,0,PS,AGENT,DORIT,09:08:59,09:12:48,00:03:49
276,28/06/2016,CR1988564,C00009933,294-421-5763,AA0209,34887,2,PS,AGENT,MORIAH,12:53:20,13:01:37,00:08:17
277,28/06/2016,CR1988095,C00001337,169-473-4872,AA0106,34889,2,NE,AGENT,ZOHARI,14:12:44,14:29:22,00:16:38
2137,28/06/2016,,,672-378-7194,AA0205,34891,1,PS,HANG,NO_SERVER,13:09:47,13:09:52,00:00:05
2925,28/06/2016,CR1989058,C00003673,212-035-5447,AA0106,40520,2,PS,AGENT,IDIT,10:34:54,10:59:55,00:25:01
3595,28/06/2016,,,485-783-8026,,,,,,,12:40:58,12:56:17,00:15:19
274,29/06/2016,CR1990472,C00002139,447-353-2701,AA0205,34885,0,PS,AGENT,AVIDAN,12:15:10,12:21:12,00:06:02
273,30/06/2016,CR1993252,C00002305,363-953-7042,AA0205,34884,0,NW,AGENT,MICHAL,12:27:04,12:40:08,00:13:04
2571,30/06/2016,CR1993136,C00002646,833-690-0337,AA0215,40166,0,PS,AGENT,GILI,10:24:33,10:35:52,00:11:19
272,01/07/2016,CR1993824,C00001934,950-579-8422,AA0105,34882,2,PS,AGENT,MICHAL,14:36:56,14:48:48,00:11:52
2570,01/07/2016,CR1994837,C00011755,833-171-7741,AA0106,40165,2,NW,AGENT,IDIT,09:26:54,09:34:09,00:07:15
269,05/07/2016,CR1998263,C00002862,533-129-6610,AA0202,34877,2,PS,AGENT,KAZAV,10:50:53,10:57:45,00:06:52
270,05/07/2016,CR1998512,C00004324,631-758-8027,AA0109,34878,2,PS,AGENT,AVNI,15:44:43,15:59:37,00:14:54
271,05/07/2016,CR1997877,C00004151,155-584-9707,AA0104,34880,2,PS,AGENT,IDIT,14:24:56,14:35:00,00:10:04
2569,05/07/2016,CR1998760,C00000310,726-281-9507,AA0112,40164,0,PS,AGENT,AVIDAN,12:44:08,12:50:59,00:06:51
268,06/07/2016,CR2000885,C00002073,247-735-9431,AA0203,34876,2,PS,AGENT,TOVA,14:56:03,15:01:55,00:05:52
266,07/07/2016,CR2001591,C00000212,195-225-2296,AA0204,34874,0,PS,AGENT,MIKI,11:54:31,12:09:39,00:15:08
267,07/07/2016,CR2001838,C00002823,865-444-1244,AA0203,34875,0,NE,AGENT,ZOHARI,13:10:17,13:15:46,00:05:29
3273,07/07/2016,,,840-168-6970,,,,,,,15:24:39,15:35:11,00:10:32
263,08/07/2016,CR2004050,C00000071,365-143-7361,AA0205,34871,2,PS,AGENT,STEREN,13:14:14,13:20:38,00:06:24
264,08/07/2016,CR2004639,C00000336,236-061-6362,AA0101,34872,0,PS,AGENT,BASCH,12:23:46,12:27:21,00:03:35
265,08/07/2016,CR2004696,C00001533,978-803-8181,AA0106,34873,2,PS,AGENT,MIKI,09:27:31,09:40:40,00:13:09
261,11/07/2016,CR2006103,C00001044,952-856-0595,AA0204,34869,0,NE,AGENT,ELI,12:02:59,12:11:58,00:08:59
262,11/07/2016,CR2006404,C00002060,474-417-3444,AA0104,34870,2,PS,AGENT,KAZAV,10:45:15,10:52:56,00:07:41
3076,11/07/2016,,,347-612-8297,,,,,,,14:39:58,14:41:11,00:01:13
2320,12/07/2016,,,648-610-0995,AA0110,35963,0,NW,HANG,NO_SERVER,13:31:56,13:31:58,00:00:02
2568,12/07/2016,CR2008635,C00000132,133-274-1580,AA0214,40163,1,NW,AGENT,BASCH,11:03:40,11:13:13,00:09:33
3743,12/07/2016,,,434-491-2160,,,,,,,14:52:36,15:11:08,00:18:32
258,13/07/2016,CR2009862,C00003904,619-439-1402,AA0214,34865,0,NW,AGENT,AVNI,12:53:17,13:08:09,00:14:52
259,13/07/2016,CR2011312,C00002425,589-152-4476,AA0113,34866,0,PS,AGENT,TOVA,13:40:21,13:42:29,00:02:08
260,13/07/2016,CR2010338,C00001556,579-041-9190,AA0110,34867,1,PS,AGENT,YITZ,13:58:25,14:06:17,00:07:52
2985,13/07/2016,,,421-868-8421,AA0113,50145,0,PS,AGENT,DORIT,13:42:57,13:57:52,00:14:55
3017,13/07/2016,,,212-395-0636,,,,,,,10:21:34,10:24:49,00:03:15
256,14/07/2016,CR2012547,C00002187,939-060-0924,AA0109,34863,0,NE,AGENT,TOVA,16:38:17,16:50:20,00:12:03
257,14/07/2016,CR2013557,C00005204,490-684-3724,AA0209,34864,1,PS,AGENT,STEREN,13:43:07,13:43:22,00:00:15
255,15/07/2016,CR2014249,C00004166,212-958-0128,AA0109,34862,0,PS,AGENT,NO_SERVER,13:21:56,13:41:28,00:19:32
2298,15/07/2016,,,808-626-9008,AA0105,35874,0,PS,HANG,NO_SERVER,16:50:38,16:50:42,00:00:04
2565,18/07/2016,CR2017562,C00001336,212-936-0483,AA0115,40160,2,NW,AGENT,NO_SERVER,09:39:40,09:58:05,00:18:25
2566,18/07/2016,CR2016671,C00003196,337-157-9712,AA0102,40161,0,PS,AGENT,DORIT,12:01:38,12:23:22,00:21:44
2567,18/07/2016,CR2017593,C00001480,978-188-1804,AA0101,40162,2,PS,AGENT,MIKI,12:21:17,12:32:29,00:11:12
3374,18/07/2016,,,971-013-6584,,,,,,,11:49:35,11:49:43,00:00:08
254,19/07/2016,CR2018989,C00001244,212-825-2848,AA0110,34858,2,PS,AGENT,STEREN,09:56:40,10:16:11,00:19:31
2564,19/07/2016,CR2018409,C00002915,430-261-5670,AA0210,40159,1,PS,AGENT,KAZAV,14:28:49,14:40:52,00:12:03
2924,19/07/2016,CR2019015,C00000531,656-233-8903,AA0107,40519,0,NW,AGENT,YIFAT,09:36:18,10:01:36,00:25:18
3026,19/07/2016,,,183-280-2128,,,,,,,11:44:57,12:05:54,00:20:57
3926,19/07/2016,,,681-243-3561,,,,,,,11:25:47,11:45:38,00:19:51
253,20/07/2016,CR2021587,C00000180,313-346-5449,AA0106,34855,0,PS,AGENT,BASCH,15:14:52,15:24:40,00:09:48
251,21/07/2016,CR2024168,C00001194,627-553-7032,AA0205,34853,0,PS,AGENT,MIKI,11:12:06,11:20:05,00:07:59
252,21/07/2016,CR2023663,C00002261,400-686-0553,AA0204,34854,0,PS,AGENT,MORIAH,10:37:48,10:49:43,00:11:55
2219,21/07/2016,,,255-585-1034,AA0213,35377,0,PS,HANG,NO_SERVER,14:45:18,14:45:21,00:00:03
250,22/07/2016,CR2026058,C00000442,212-490-3508,AA0213,34852,2,NE,AGENT,MORIAH,11:19:42,11:31:46,00:12:04
3901,24/07/2016,,,212-844-7393,,,,,,,11:49:00,12:05:56,00:16:56
249,26/07/2016,CR2031161,C00001388,821-599-1366,AA0215,34851,0,NE,AGENT,ANAT,12:36:11,12:48:46,00:12:35
3633,26/07/2016,,,463-576-8017,,,,,,,15:36:55,15:50:58,00:14:03
3689,26/07/2016,,,914-054-0812,,,,,,,13:29:52,13:50:36,00:20:44
248,27/07/2016,CR2032806,C00003519,223-993-8335,AA0214,34850,0,NE,AGENT,ANAT,16:30:15,16:46:17,00:16:02
2380,27/07/2016,,,915-533-7277,AA0115,30210,0,PS,HANG,NO_SERVER,13:31:50,13:31:55,00:00:05
246,28/07/2016,CR2034291,C00000093,388-389-6102,AA0103,34848,1,PS,AGENT,AVIDAN,10:59:07,11:00:43,00:01:36
247,28/07/2016,CR2034506,C00000708,716-709-7766,AA0111,34849,1,TT,AGENT,NO_SERVER,14:07:52,14:09:52,00:02:00
2240,28/07/2016,,,729-399-6087,AA0206,35490,0,PS,HANG,NO_SERVER,11:59:58,12:00:02,00:00:04
244,29/07/2016,CR2038296,C00000258,679-001-2022,AA0214,34846,2,PS,AGENT,GILI,09:09:17,09:25:11,00:15:54
245,29/07/2016,CR2037380,C00003092,617-783-7171,AA0215,34847,0,NE,AGENT,NAAMA,13:42:32,13:50:16,00:07:44
242,01/08/2016,CR2039841,C00012810,839-062-8974,AA0102,34843,0,PS,AGENT,IDIT,10:55:57,11:10:42,00:14:45
243,01/08/2016,CR2039139,C00002614,306-816-8179,AA0202,34844,0,PS,AGENT,ANAT,15:58:59,16:10:45,00:11:46
2563,01/08/2016,CR2039590,C00000080,914-011-1365,AA0210,40158,0,PS,AGENT,STEREN,10:30:02,10:48:21,00:18:19
2411,02/08/2016,,,315-133-2228,AA0202,30446,1,NE,HANG,NO_SERVER,15:21:15,15:21:19,00:00:04
241,04/08/2016,CR2045688,C00002152,286-593-2095,AA0202,34842,1,PS,AGENT,DORIT,15:32:48,15:47:05,00:14:17
240,05/08/2016,CR2047954,C00002435,867-806-2184,AA0109,34841,1,PS,AGENT,NAAMA,09:34:34,09:48:29,00:13:55
2236,05/08/2016,,,760-241-9329,AA0104,35473,2,PS,HANG,NO_SERVER,11:23:36,11:23:38,00:00:02
2413,06/08/2016,,,855-417-5872,AA0105,30462,2,PS,HANG,NO_SERVER,09:32:10,09:32:13,00:00:03
3561,06/08/2016,,,617-152-2948,,,,,,,12:35:49,12:39:16,00:03:27
3746,06/08/2016,,,413-363-6706,,,,,,,14:40:44,14:55:31,00:14:47
3021,07/08/2016,,,582-923-4671,,,,,,,15:37:10,15:52:21,00:15:11
2562,08/08/2016,CR2051831,C00004103,374-818-8080,AA0210,40157,1,PS,AGENT,MIKI,13:08:22,13:28:55,00:20:33
238,10/08/2016,CR2056848,C00003811,905-075-9356,AA0103,34838,2,PS,AGENT,MIKI,12:49:35,13:01:37,00:12:02
239,10/08/2016,CR2056992,C00002013,212-837-7058,AA0202,34839,0,NW,AGENT,IDIT,11:58:43,12:05:57,00:07:14
2561,10/08/2016,CR2057686,C00003402,957-117-2680,AA0202,40156,1,PS,AGENT,AVNI,14:04:08,14:15:10,00:11:02
2232,11/08/2016,,,324-429-3076,AA0202,35436,0,PS,HANG,NO_SERVER,13:17:29,13:17:30,00:00:01
3579,11/08/2016,,,730-979-0332,,,,,,,09:13:08,09:30:33,00:17:25
236,12/08/2016,CR2060519,C00003796,113-395-0996,AA0216,34834,0,IN,AGENT,YIFAT,12:57:26,13:13:52,00:16:26
237,12/08/2016,CR2061856,C00002762,431-662-8446,AA0204,34835,1,PS,AGENT,AVIDAN,15:08:34,15:22:38,00:14:04
2560,12/08/2016,CR2058428,C00001884,617-647-0807,AA0109,40155,2,NE,AGENT,MORIAH,11:26:33,11:50:50,00:24:17
3317,13/08/2016,,,549-850-1965,,,,,,,10:14:58,10:29:42,00:14:44
233,15/08/2016,CR2064724,C00002411,631-071-0243,AA0110,34830,0,PS,AGENT,AVNI,14:11:29,14:24:07,00:12:38
234,15/08/2016,CR2064692,C00000941,450-152-6310,AA0110,34831,2,PS,AGENT,KAZAV,12:37:55,12:47:44,00:09:49
235,15/08/2016,CR2063516,C00005606,808-626-9008,AA0204,34832,0,PS,AGENT,MICHAL,15:20:33,15:40:19,00:19:46
2559,15/08/2016,CR2064849,C00004944,508-781-1103,AA0206,40154,2,PS,AGENT,IDIT,09:38:04,09:55:19,00:17:15
2942,15/08/2016,,,614-600-3092,AA0202,50102,2,PS,AGENT,IDIT,10:41:22,10:57:54,00:16:32
232,16/08/2016,CR2067327,C00002676,508-377-1627,AA0106,34829,2,PS,AGENT,AVNI,16:07:26,16:17:35,00:10:09
3225,16/08/2016,,,529-204-4055,,,,,,,14:14:44,14:30:38,00:15:54
3591,16/08/2016,,,980-469-4248,,,,,,,14:32:29,14:34:08,00:01:39
231,17/08/2016,CR2068569,C00003639,658-504-6037,AA0113,34828,2,PS,AGENT,YIFAT,11:45:06,12:03:07,00:18:01
3585,17/08/2016,,,553-321-9192,,,,,,,12:49:14,13:04:39,00:15:25
227,18/08/2016,CR2071163,C00003039,978-763-0248,AA0111,34824,1,TT,AGENT,DORIT,11:35:40,11:53:25,00:17:45
228,18/08/2016,CR2070783,C00004462,212-162-5784,AA0105,34825,0,NW,AGENT,STEREN,10:55:42,11:12:14,00:16:32
229,18/08/2016,CR2069704,C00000390,211-771-4957,AA0109,34826,2,PS,AGENT,AVNI,15:48:45,15:52:33,00:03:48
230,18/08/2016,CR2069950,C00002115,413-532-7903,AA0115,34827,0,PS,AGENT,YITZ,11:31:50,11:33:45,00:01:55
225,19/08/2016,CR2072511,C00000757,617-755-6768,AA0107,34822,2,TT,AGENT,AVNI,13:12:35,13:25:32,00:12:57
226,19/08/2016,CR2072231,C00002463,483-951-2085,AA0105,34823,1,PS,AGENT,TOVA,09:29:17,09:32:32,00:03:15
3752,19/08/2016,,,117-187-9228,,,,,,,09:01:10,09:16:48,00:15:38
2286,21/08/2016,,,747-051-6770,AA0202,35789,0,NW,HANG,NO_SERVER,12:44:51,12:44:55,00:00:04
2558,22/08/2016,CR2078039,C00009973,389-688-3833,AA0205,40153,0,NE,AGENT,KAZAV,09:34:02,09:44:17,00:10:15
223,23/08/2016,CR2074496,C00004567,315-967-5696,AA0205,34818,0,PS,AGENT,KAZAV,10:55:47,10:56:58,00:01:11
224,23/08/2016,CR2074342,C00009675,781-705-9449,AA0110,34820,2,PS,AGENT,KAZAV,13:11:26,13:12:08,00:00:42
2557,23/08/2016,CR2076571,C00000403,405-771-6657,AA0107,40152,2,NE,AGENT,KAZAV,15:51:24,16:14:06,00:22:42
221,24/08/2016,CR2079409,C00004584,665-118-6190,AA0209,34815,0,PS,AGENT,TOVA,11:40:46,11:41:12,00:00:26
222,24/08/2016,CR2080894,C00002938,926-451-9819,AA0204,34816,0,NW,AGENT,YIFAT,16:19:30,16:35:21,00:15:51
2260,24/08/2016,,,514-357-3232,AA0201,35596,0,NW,HANG,NO_SERVER,11:28:59,11:29:00,00:00:01
2923,24/08/2016,CR2078748,C00004248,617-739-1926,AA0209,40518,2,PS,AGENT,MIKI,12:27:39,12:32:43,00:05:04
218,25/08/2016,CR2079552,C00001958,285-927-8795,AA0109,34811,0,NW,AGENT,IDIT,16:27:20,16:42:22,00:15:02
219,25/08/2016,CR2082015,C00003275,554-290-3106,AA0106,34812,0,NE,AGENT,ZOHARI,16:23:44,16:27:12,00:03:28
220,25/08/2016,CR2082032,C00000814,484-928-7263,AA0205,34814,1,PS,AGENT,SHARON,12:40:32,13:00:15,00:19:43
2556,25/08/2016,CR2080595,C00002765,915-779-5619,AA0213,40151,2,NW,AGENT,KAZAV,09:12:56,09:38:49,00:25:53
3480,25/08/2016,,,617-546-3041,,,,,,,09:57:36,10:11:43,00:14:07
3614,25/08/2016,,,960-786-0262,,,,,,,14:31:17,14:46:28,00:15:11
216,26/08/2016,CR2084172,C00000548,716-337-2086,AA0210,34809,0,PS,AGENT,IDIT,14:46:03,14:46:40,00:00:37
217,26/08/2016,CR2083554,C00001583,212-119-8291,AA0203,34810,1,PS,AGENT,STEREN,14:35:34,14:44:51,00:09:17
3207,26/08/2016,,,538-541-5917,,,,,,,15:18:17,15:31:00,00:12:43
3936,28/08/2016,,,212-050-1469,,,,,,,13:03:32,13:05:27,00:01:55
212,29/08/2016,CR2086513,C00000144,207-015-7372,AA0101,34805,2,PS,AGENT,MORIAH,13:10:09,13:15:57,00:05:48
213,29/08/2016,CR2085827,C00003737,389-267-0322,AA0115,34806,2,PS,AGENT,AVNI,15:03:41,15:03:55,00:00:14
